FIELDID,Crop_type,Crop_num,Median,Mean,Std,Start,End,Coverage,Year,week,chirps_mean_prec,chirps_sum_prec,chirps_max_prec,chirps_min_prec,chirps_std_prec,chirps_cnt_prec,RSM_mean,RSM_min,RSM_max,era5_temp2m,era5_temp2mmin,era5_temp2max,era5_totprec,era5_rh,era5_swi,era5_evaporation_from_bare_soil_sum,veg_mean_evi,veg_mean_lai,veg_mean_pvr,veg_mean_msi,veg_mean_ndvi,veg_median_evi,veg_median_lai,veg_median_pvr,veg_median_msi,veg_median_ndvi,veg_max_evi,veg_max_lai,veg_max_pvr,veg_max_msi,veg_max_ndvi,veg_min_evi,veg_min_lai,veg_min_pvr,veg_min_msi,veg_min_ndvi,veg_std_evi,veg_std_lai,veg_std_pvr,veg_std_msi,veg_std_ndvi,s1_vh,s1_vv,s1_angle,s1_sigma_vh_linear,s1_sigma_vv_linear,s1_p_ratio,s1_rvi,s1_rcspr,ndvi_delta1,evi_delta1,msi_delta1,lai_delta1,pvr_delta1
FS106208,Maize,0,4.49,4.42,1.39,06/09/2019,10/09/2019,77.94,2019,39,0.982402755,4.349540041,2.20503521,0.0,1.080242226,10,0.354225806,0.323,0.381,18.94693491,10.43436149,26.79678388,0.781502548,25.93002592,0.576831999,-0.000185664,0.346369782,0.552912783,0.109980045,1.14755291,0.185437474,0.333219969,0.537075542,0.110537154,1.142248392,0.18118627,0.688081009,0.955299666,0.156874269,1.500687003,0.296655506,0.214859994,0.3644,0.045793395,0.929728389,0.13333334,0.07470347,0.09887883,0.013059183,0.096675415,0.027329693,-24.37823403,-17.31228523,41.64575601,0.003541578,0.018052018,0.202764128,0.632228727,0.683885636,0.004825650999999986,-0.020628334999999998,-0.0011493710000001212,0.017459204999999978,0.017902102000000003
FS106208,Maize,0,4.49,4.42,1.39,06/09/2019,10/09/2019,77.94,2019,41,1.970399129,8.723845555,3.306804657,0.0,1.452683797,10,0.338645161,0.304,0.37,25.72492779,17.10840977,33.09786595,0.061599362,23.1646531,0.569505419,-0.000216744,0.306067637,0.456043617,0.100135423,1.254704277,0.158663244,0.297862321,0.448237975,0.101798054,1.243990598,0.156483946,0.527180289,0.735528876,0.137761384,1.584703088,0.235911801,0.199063877,0.30949044,0.048710603,1.068252563,0.11815656,0.05202843,0.071385441,0.011602121,0.093817158,0.019730636,-24.37596784,-17.43947728,41.64184468,0.0037887,0.018305029,0.194896236,0.66406385,0.667968075,-0.013387114999999991,-0.020151072500000006,0.05357568350000008,-0.048434583,-0.004922310999999999
FS106208,Maize,0,4.49,4.42,1.39,06/09/2019,10/09/2019,77.94,2019,43,4.151145083,18.37899137,6.30725956,1.711738229,1.725001978,10,0.34627957,0.314,0.372,20.6289442,11.69103612,28.92761274,2.689680558,22.60298618,0.568041211,-0.000125577,0.296658774,0.48360141,0.120595406,1.280562663,0.166280102,0.291795039,0.479367693,0.121778174,1.271474593,0.165264976,0.504318617,0.752614075,0.161580622,1.601616025,0.240634069,0.20018411,0.333792895,0.053599797,1.098124504,0.124873661,0.045777611,0.06537036,0.013494111,0.085596821,0.018068093,-25.11963635,-17.68687054,41.64233271,0.002991498,0.017335767,0.163671946,0.585982532,0.707008734,0.003808429000000002,-0.004704431499999995,0.01292919299999995,0.013778896499999999,0.0102299915
FS106208,Maize,0,4.49,4.42,1.39,06/09/2019,10/09/2019,77.94,2019,48,0.0,0.0,0.0,0.0,0.0,10,0.279387097,0.244,0.309,21.02794146,16.3288753,25.73960266,41.44873321,58.27569449,0.71938215,-0.000531943,0.234516453,0.322191061,0.113069931,1.618112053,0.12166696,0.233335982,0.319381168,0.111849138,1.61622075,0.120867509,0.653853775,0.556184884,0.161271334,1.769787192,0.186341867,0.192132673,0.257632828,0.028636884,1.498059154,0.103823334,0.027673401,0.021634887,0.014814568,0.028548096,0.005979792,-21.87714535,-13.55846094,41.64184591,0.006290344,0.044467833,0.136583043,0.492265505,0.753867248,-0.008922628400000002,-0.0124284642,0.067509878,-0.0322820698,-0.0015050950000000008
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,6,48.4722654,214.608579,51.58456516,47.84571791,1.587429452,10,0.580397849,0.5,0.663,22.43153071,16.36622227,28.26872951,8.476120031,60.91427522,0.754416239,-0.001929783,0.960400386,1.287468947,0.076119036,0.908140343,0.388335895,1.0,1.304186411,0.075568504,0.915542842,0.392565844,1.0,2.485694047,0.148522258,1.205465555,0.71965009,-1.0,0.0,-0.025132274,0.394678503,-0.141675279,0.157252952,0.286807244,0.020659019,0.113181214,0.080571379,-18.81034021,-12.65842961,41.76098534,0.012936774,0.054167613,0.242364948,0.773859309,0.613070346,0.07780442933333333,0.21700075466666666,-0.18471225466666666,0.2816326363333333,-0.019222772333333332
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,8,9.919571675,43.91841734,12.05537796,9.531646013,0.730962944,10,0.640419355,0.573,0.712,20.36207679,15.11598249,25.60365775,22.43179484,68.07379096,0.818275361,-0.001678045,0.993342213,1.645993049,0.07414258,0.916740272,0.487555974,1.0,1.664484743,0.073689745,0.915986939,0.494321949,1.0,2.449222396,0.146307796,1.1415447,0.709569514,-1.0,0.0,-0.020310633,0.531931877,-0.04224208,0.111635754,0.238348109,0.018598671,0.088250505,0.066291096,-18.93739599,-12.81537882,41.76196137,0.01281093,0.051748667,0.242328406,0.788603203,0.605698399,0.04961003950000001,0.016470913500000017,0.004299964499999975,0.17926205100000003,-0.0009882280000000007
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,10,0.0,0.0,0.0,0.0,0.0,10,0.688935484,0.641,0.741,20.59184708,14.48095311,27.07505188,18.89141232,63.38010624,0.771948406,-0.001713953,0.990626951,1.653666814,0.072240351,0.931653463,0.489680981,1.0,1.68070324,0.071737205,0.923806061,0.49430739,1.0,2.311510668,0.142291859,1.261592865,0.671506524,-1.0,0.005946585,-0.029185424,0.59055233,0.029328704,0.138016468,0.231537191,0.01971012,0.098975988,0.064021928,-19.43529998,-12.84007105,41.76830931,0.011592402,0.052246843,0.226061502,0.726287302,0.636856349,0.001062503500000006,-0.0013576310000000258,0.007456595499999996,0.0038368824999999163,-0.0009511145000000026
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,13,6.182809367,27.37408539,14.44521332,0.0,6.929766833,10,0.750698925,0.702,0.829,17.53575378,13.88105164,21.92855879,45.49986957,77.13498555,0.807326271,-0.000619639,0.710802285,1.624353723,0.046407337,0.847772418,0.48157728,1.0,1.617815779,0.049326159,0.845686314,0.478413723,1.0,2.362288748,0.127287194,1.085824847,0.685541391,-1.0,0.149793508,-0.0686116,0.573800921,0.039699357,0.468434285,0.235638533,0.024644005,0.065732634,0.065294636,-16.31380995,-10.59226055,41.75952132,0.023185272,0.086951857,0.273380511,0.852000272,0.573999864,-0.0027012336666666728,-0.09327488866666667,-0.027960348333333312,-0.0097710303333333,-0.008611004666666665
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,16,10.86273851,48.09424225,12.78043389,10.35909939,0.953831997,10,0.791731183,0.753,0.826,17.98086764,11.7703295,24.39387556,2.135693397,62.59771009,0.711654845,-0.00084607,0.827137898,1.40234348,0.042212632,0.968810311,0.420212712,1.0,1.383190825,0.04156725,0.970784477,0.416099514,1.0,2.139849624,0.141216993,1.207749724,0.624060154,-1.0,0.0,-0.054409005,0.616296291,-0.034293551,0.553115405,0.189558688,0.021197209,0.079033521,0.052789716,-16.31346272,-11.09736259,41.76391391,0.023671012,0.077177642,0.29621947,0.930037154,0.534981423,-0.020454856000000004,0.03877853766666669,0.04034596433333334,-0.07400341433333331,-0.001398235
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,18,0.0,0.0,0.0,0.0,0.0,10,0.754903226,0.722,0.787,13.72561825,5.865265329,22.16439863,0.005525175,58.54030546,0.793534506,-0.001080155,0.803374718,1.095972873,0.017826043,1.11500134,0.335528417,1.0,1.085846951,0.018084539,1.126624274,0.330094591,1.0,2.046761054,0.120061964,1.436485767,0.598330855,-1.0,0.0,-0.097841725,0.679178894,-0.117043123,0.477781262,0.165552666,0.02760995,0.116110895,0.046666844,-18.43715118,-12.43737354,41.76049775,0.014404887,0.05561706,0.257498614,0.805068773,0.597465614,-0.04234214749999998,-0.011881589999999997,0.07309551450000001,-0.15318530350000004,-0.0121932945
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,20,0.0,0.0,0.0,0.0,0.0,10,0.635053763,0.562,0.667,13.22450908,5.469478498,21.54592721,0.002580881,51.88198967,0.659135001,-0.000448264,0.948877069,0.896056624,0.013588313,1.347108149,0.280275106,1.0,0.886392169,0.013089735,1.361152139,0.279049502,1.0,1.681840506,0.110169493,1.611050963,0.497468352,-1.0,0.0,-0.088295691,0.844885886,-0.069965869,0.241995289,0.123496887,0.024676593,0.107868236,0.034796599,-20.310698,-13.93853638,41.76293653,0.009402596,0.040049493,0.226709165,0.757564972,0.621217514,-0.027626655500000014,0.07275117549999999,0.11605340450000001,-0.09995812450000002,-0.002118865
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,23,3.029333387,13.41222508,3.134284019,2.887678325,0.087431364,10,0.623784946,0.541,0.659,9.063764009,1.86033674,16.58220607,0.010548687,45.59187545,0.601633617,-0.000163722,0.893153427,0.65832172,-0.012134515,1.412919638,0.214572058,1.0,0.652542618,-0.013235297,1.419716433,0.213884439,1.0,1.1125516,0.079462036,1.652521133,0.340119302,-1.0,0.056265403,-0.097628497,0.930391788,0.048104361,0.271232204,0.081893465,0.019733183,0.08149119,0.022635348,-22.94039257,-16.18845816,41.76098518,0.005248696,0.023924609,0.210778035,0.694715745,0.652642127,-0.021901015999999995,-0.01857454733333334,0.021937162999999964,-0.07924496799999999,-0.008574276
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,25,0.0,0.0,0.0,0.0,0.0,10,0.630376344,0.547,0.662,8.021085085,0.397365461,16.8636261,0.003431376,58.06278927,0.743036724,-0.000454997,0.921277947,0.677884761,-0.008069475,1.326203932,0.219979204,1.0,0.683507761,-0.01027889,1.326241616,0.221704126,1.0,1.224457401,0.090400778,1.57581389,0.371049583,-1.0,0.221903927,-0.106765337,0.937671244,0.093948014,0.18303666,0.093453771,0.021063238,0.071166696,0.02583023,-22.9374973,-16.31455795,41.76196063,0.005251927,0.023208466,0.210894981,0.711112479,0.644443761,0.0027035730000000008,0.014062259999999993,-0.043357852999999946,0.009781520499999974,0.0020325200000000003
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,28,0.0,0.0,0.0,0.0,0.0,10,0.588408602,0.506,0.616,6.648598244,-1.44776001,16.10874547,0.034937622,37.88982179,0.622157415,-0.00020356,0.887245353,0.678398637,0.005898318,1.400873606,0.220121238,0.972127213,0.689686697,0.004418001,1.400381296,0.223623417,1.0,1.268730786,0.101047046,1.66958487,0.383286566,-0.897227113,0.275204444,-0.082709968,0.998300374,0.108680055,0.187666887,0.089715601,0.020356095,0.07074765,0.024797015,-23.43849796,-16.81094407,41.76342395,0.004574801,0.021233098,0.202602979,0.710768421,0.64461579,4.734466666666178e-05,-0.011344198000000008,0.024889891333333303,0.00017129200000002656,0.0046559309999999994
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,32,2.084500469,9.229023647,2.662986279,0.0,1.141095625,10,0.455827957,0.416,0.49,12.1238701,3.028102766,21.65522156,0.005577281,30.70961393,0.58211808,-0.000131642,0.509151681,0.594640551,0.061999331,1.204779308,0.196970854,0.506013526,0.595830381,0.062016433,1.205296225,0.197685987,1.0,1.114288828,0.125189453,1.543284774,0.340599447,0.267705465,0.3556189,-0.034274194,1.031181574,0.130906269,0.096611212,0.067608401,0.014282638,0.062092476,0.018686678,-23.17967247,-16.43741139,41.76147249,0.00464037,0.02244263,0.210540364,0.679667793,0.660166104,-0.005787595999999999,-0.094523418,-0.0490235745,-0.020939521500000002,0.01402525325
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,34,0.303144818,1.342158822,1.944605112,0.0,0.777842045,10,0.41083871,0.386,0.443,15.59850064,6.782904925,24.52234584,0.235184865,30.62678338,0.575955073,-0.000107877,0.402806542,0.460011843,0.057220039,1.382844171,0.159760045,0.388673941,0.447028375,0.057360562,1.392824617,0.156691641,0.983368787,0.90030662,0.108904749,1.642386794,0.281455666,0.261391185,0.316790785,-0.015189873,1.133836865,0.120174348,0.07911725,0.056788134,0.012376175,0.063145451,0.015696002,-24.06528698,-15.30988384,41.76147151,0.003846547,0.030002088,0.132796639,0.460783195,0.769608402,-0.018605404500000006,-0.05317256949999999,0.08903243149999995,-0.06731435400000002,-0.0023896459999999987
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,35,3.516716985,15.57009206,3.768553257,3.273042917,0.223706808,10,0.389,0.374,0.419,13.90979565,7.041887992,21.13835188,9.060172427,52.36207058,0.614389874,-0.000177055,0.370098588,0.410551309,0.05829355,1.445011549,0.146089361,0.361097959,0.407266591,0.05881214,1.446408144,0.145300147,0.841729254,0.709600628,0.092389606,1.611829162,0.228745341,0.267979021,0.290536585,-0.002392344,1.237012982,0.112917796,0.050990894,0.028296968,0.009218348,0.038483759,0.007821163,-25.18353003,-16.0639414,41.76342792,0.002991793,0.024651217,0.121089895,0.445530732,0.777234634,-0.013670683999999989,-0.032707953999999984,0.06216737800000005,-0.049460534,0.0010735109999999992
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,37,0.0,0.0,0.0,0.0,0.0,10,0.373967742,0.36,0.409,18.54979931,9.396988351,27.83122297,0.168938842,21.01778361,0.571236293,-9.73e-05,0.317321382,0.41695963,0.089241221,1.428493215,0.147860594,0.302495273,0.40399569,0.089366849,1.432671533,0.144033765,1.0,1.010803396,0.132157221,1.552330971,0.31199652,0.220143885,0.324123719,-0.004776379,1.230998993,0.122201137,0.068347301,0.05873552,0.012352085,0.034701029,0.016234251,-24.44221395,-15.56526447,41.76245097,0.00359399,0.0278204,0.128805594,0.444997521,0.777501239,0.0008856165000000055,-0.02638860300000001,-0.008259166999999956,0.003204160500000025,0.015473835499999998
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,39,0.0,0.0,0.0,0.0,0.0,10,0.334946237,0.315,0.369,15.37751677,7.470132446,23.5314597,14.55022634,37.78265213,0.607738404,-0.000200284,0.347173904,0.495937566,0.106526889,1.367976616,0.169689764,0.322231866,0.466772651,0.105936058,1.373102389,0.161152838,1.0,1.327573268,0.153153151,1.54142189,0.399550378,0.226973857,0.371624275,0.015831135,1.022196293,0.135330096,0.097735174,0.100350765,0.013455743,0.04918709,0.02773653,-24.56778407,-15.59667415,41.76342389,0.00347444,0.027577744,0.108717951,0.445389616,0.777305192,0.01091458499999999,0.014926260999999996,-0.03025829950000003,0.039488967999999985,0.008642834000000002
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,42,0.0,0.0,0.0,0.0,0.0,10,0.369236559,0.354,0.4,25.81443322,17.29469561,34.23745335,1.519828794,25.16343563,0.569788252,-9.66e-05,0.291588039,0.417316788,0.108572837,1.537704787,0.147959311,0.283210948,0.409157267,0.108131211,1.540946634,0.145985045,1.0,0.836593653,0.152661964,1.626666665,0.263845682,0.220307029,0.347748764,0.030821918,0.974396825,0.128730997,0.051152201,0.046173786,0.011874798,0.039708766,0.01276224,-23.43946066,-14.03192942,41.76049775,0.004454431,0.039539114,0.113093343,0.398486398,0.800756801,-0.007243484333333328,-0.01852862166666665,0.05657605700000001,-0.026206926000000002,0.0006819826666666686
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,47,9.184450923,40.66370624,10.10104561,8.544987679,0.580930783,10,0.396139785,0.375,0.441,22.0164129,14.85895909,29.54076974,30.386362,48.35947001,0.68282527,-0.000970237,0.249167154,0.339658824,0.111908619,1.640386523,0.126494976,0.24024371,0.331865476,0.111582938,1.646476371,0.123946807,1.0,1.379457785,0.146848992,1.711391568,0.413891047,0.197660131,0.284847208,0.030225627,0.972607732,0.111345276,0.081029612,0.084272048,0.010581788,0.062515835,0.02329244,-26.93867236,-17.43741624,41.7590324,0.002012719,0.018304121,0.116750954,0.398592406,0.800703797,-0.0042928670000000006,-0.008484177000000004,0.020536347200000016,-0.015531592799999994,0.0006671563999999991
FS106208,Maize,0,2.71,2.8,1.59,24/07/2020,31/07/2020,69.11,2020,51,49.79183814,220.4509226,51.79983091,41.17436504,4.228590998,10,0.64911828,0.599,0.68,23.40127126,17.12515084,29.55028251,33.10667574,56.10837698,0.770304362,-0.001810329,0.993081252,1.895538199,0.061199518,0.837129361,0.5565335,1.0,1.964896126,0.057083121,0.810264944,0.575247149,1.0,2.302686393,0.153446034,1.320148706,0.669067562,0.448756822,0.671051256,-0.004851752,0.642640531,0.21809046,0.07265614,0.291810883,0.022366697,0.109878439,0.080655303,-15.09210449,-9.06377934,41.76244779,0.031015531,0.132777432,0.242012647,0.773901353,0.613049324,0.107509631,0.1859785245,-0.20081429050000002,0.38896984375,-0.01267727525
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,11,0.0,0.0,0.0,0.0,0.0,10,0.64427957,0.611,0.693,18.07474716,13.15760847,23.56138,22.5314293,71.0227714,0.892362958,-0.001409793,0.949775674,0.70117819,-0.018852939,1.412900777,0.22641741,1.0,0.644668692,-0.021016235,1.441434161,0.209863523,1.0,2.193525449,0.092887677,1.617445469,0.638895929,-1.0,0.462394071,-0.043181818,0.586526573,0.160418481,0.173824336,0.185382187,0.019162502,0.127516644,0.051238858,-18.68838097,-12.68881987,41.76440308,0.013422158,0.053696091,0.257845755,0.820690679,0.589654661,-0.04966143359999999,-0.0009947625000000016,0.0936512464,-0.1796750664,-0.0011419638999999998
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,15,0.0,0.0,0.0,0.0,0.0,10,0.629989247,0.598,0.673,17.58643185,10.98244847,24.31545192,0.114854859,47.5793548,0.67498852,-0.000883362,0.554162453,0.587660573,-0.045521738,1.817520738,0.195041618,1.0,0.511579088,-0.050319179,1.894703236,0.172696795,1.0,1.93190799,0.097817905,2.077858925,0.566585958,-1.0,0.352620721,-0.071253069,0.753477573,0.130077586,0.808728261,0.249000497,0.026681265,0.258691163,0.068822691,-22.93948161,-14.9362092,41.7585432,0.005121763,0.032708588,0.164003382,0.554647921,0.722676039,-0.007843948000000003,-0.09890330524999999,0.10115499025000002,-0.028379404250000018,-0.00666719975
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,17,5.304934951,23.48733945,6.455969334,4.754790306,0.629416569,10,0.616172043,0.581,0.662,14.34602717,7.998880005,21.35701904,1.190829277,58.72388567,0.73158691,-0.000683501,-0.828122744,0.595863122,-0.057102187,1.687624012,0.197308768,-0.999993614,0.543886438,-0.061991495,1.737648392,0.18276001,1.0,1.637491468,0.081687957,2.052459002,0.485210478,-1.0,0.260721604,-0.078753538,0.660869539,0.104677059,0.660631532,0.260689292,0.025672296,0.266609123,0.072053425,-20.93625602,-13.68984197,41.75609922,0.008067921,0.042481196,0.203063828,0.663650771,0.668174615,0.0011335749999999978,-0.6911425984999999,-0.06494836300000006,0.0041012745000000295,-0.0057902245
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,18,0.0,0.0,0.0,0.0,0.0,10,0.617376344,0.579,0.664,14.30356859,5.785882568,22.96383057,0.015016848,48.39331529,0.675070081,-0.000545041,-0.796373976,0.676911231,-0.058159586,1.668119663,0.219710125,-1.0,0.637254002,-0.062965188,1.706563105,0.208190035,1.0,1.769043737,0.095087163,2.075555563,0.521570981,-1.0,0.295946508,-0.080301128,0.792848825,0.114413075,0.697095991,0.262547333,0.026847036,0.264187788,0.07256698,-21.3099024,-14.31335046,41.76293697,0.0074456,0.037589314,0.194731751,0.664124742,0.667937629,0.02240135700000001,0.03174876799999993,-0.019504348999999976,0.08104810899999992,-0.0010573990000000005
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,20,0.0,0.0,0.0,0.0,0.0,10,0.609064516,0.566,0.649,12.27107537,4.400227574,20.49812143,0.002573844,51.00771056,0.636571339,-0.000345818,-0.884563101,0.696873553,-0.07135751,1.585714158,0.225227627,-0.9999312,0.683333881,-0.075735455,1.604979752,0.221680956,1.0,1.550797632,0.063375093,1.981406569,0.461248666,-1.0,0.319095238,-0.092324808,0.715036094,0.120811291,0.598757744,0.184335048,0.025344726,0.201773298,0.050949433,-20.93563554,-14.31367713,41.76586877,0.007926251,0.037581027,0.21129368,0.711137638,0.644431181,0.0027587510000000037,-0.04409456249999999,-0.04120275249999994,0.009981161000000016,-0.006598962
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,23,0.54375248,2.407437452,3.376965284,0.0,1.529721511,10,0.566677419,0.525,0.595,12.38342665,5.51494097,20.76608974,0.012996687,51.68521439,0.718815122,-0.000444313,0.894088695,0.661782901,0.007459454,1.300881261,0.215528718,1.0,0.665775376,0.006362267,1.294541985,0.217907321,1.0,1.286657839,0.071710527,1.517017245,0.388241529,-1.0,0.383615317,-0.088218555,0.789586306,0.138644367,0.176734418,0.120800443,0.01352453,0.076707857,0.033388735,-21.56330212,-14.81641547,41.76195828,0.006957651,0.033687113,0.211211356,0.69591977,0.652040115,-0.0032329696666666685,0.592883932,-0.09494429900000001,-0.011696883999999982,0.026272321333333334
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,25,0.0,0.0,0.0,0.0,0.0,10,0.476344086,0.433,0.509,12.0432393,3.699123274,21.13211539,0.006878376,37.53584427,0.639528547,-0.000308268,0.526321694,0.391078977,0.007512363,1.538240554,0.14070729,0.517960925,0.384615613,0.006597603,1.540879372,0.139064232,1.0,1.093561875,0.080701753,1.729586482,0.334870607,0.284812687,0.203497729,-0.04368699,1.048397899,0.088860624,0.096704474,0.05464585,0.014277332,0.049734206,0.015103883,-26.31274416,-16.56533415,41.76098522,0.002257786,0.021723703,0.105526473,0.382670133,0.808664934,-0.037410714,-0.18388350050000002,0.11867964649999996,-0.13535196200000002,2.6454500000000145e-05
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,27,0.0,0.0,0.0,0.0,0.0,10,0.429903226,0.384,0.461,7.816760181,0.273095703,15.54760132,0.006416439,44.13085328,0.621260779,-0.000200843,0.438033077,0.424036429,0.018800128,1.441037002,0.149711,0.445453949,0.433707717,0.022989906,1.458703612,0.151384973,1.0,1.095322746,0.108374387,1.750762939,0.335357308,-1.0,0.0,-0.121303558,0.858796299,-0.020307692,0.212607647,0.078907392,0.028072595,0.082872385,0.022502819,-28.06003494,-17.18286514,41.76244683,0.001557003,0.019299295,0.085705915,0.304812834,0.847593583,0.004501854999999999,-0.04414430849999998,-0.04860177599999993,0.016478726,0.005643882499999999
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,30,0.0,0.0,0.0,0.0,0.0,10,0.392139785,0.35,0.423,12.52409624,3.689168004,21.92723999,0.004301347,32.23630387,0.609538487,-0.000258141,0.416721453,0.416925915,0.03217135,1.492648021,0.147851276,0.41602968,0.419962113,0.030516161,1.486258103,0.147966947,1.0,0.951028959,0.104477614,1.675034881,0.295475125,0.265090812,0.197380005,-0.01977401,0.97194165,0.087169707,0.055428519,0.035284384,0.015170896,0.050857338,0.009752456,-27.3094133,-16.43192346,41.76440419,0.001769094,0.02270735,0.081989502,0.305027168,0.847486416,-0.0006199080000000023,-0.007103874666666658,0.017203672999999958,-0.0023701713333333374,0.004457074000000001
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,34,0.0,0.0,0.0,0.0,0.0,10,0.408322581,0.391,0.423,15.18363987,6.604385812,24.73200814,1.512576381,32.35800306,0.643319266,-0.000443236,0.315141284,0.392673351,0.074391183,1.498781652,0.141101823,0.316186363,0.392611713,0.073703806,1.497138497,0.141125858,1.0,0.893827827,0.137416691,1.590181112,0.279664963,-0.221649479,0.190279787,-0.022483939,1.140341759,0.052249543,0.046396618,0.028629729,0.012997466,0.029674871,0.008269346,-28.68945141,-17.56519855,41.76000601,0.001401036,0.017333371,0.077113036,0.289240243,0.855379878,-0.001687363250000004,-0.02539504225,0.0015334077499999932,-0.006063140999999994,0.01055495825
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,37,0.0,0.0,0.0,0.0,0.0,10,0.380043011,0.364,0.398,19.14264087,10.95100882,27.41409345,2.656323005,33.92267008,0.606025968,-0.000332506,0.309658633,0.406206325,0.082986024,1.523205394,0.144888426,0.306600793,0.404243386,0.082505081,1.521545575,0.144033808,1.0,0.964927563,0.136623025,1.617352247,0.299316615,0.229771079,0.333999631,0.006739243,1.023968101,0.124930799,0.035761642,0.024722149,0.011647295,0.027785125,0.006833098,-28.31567227,-17.19029934,41.76342853,0.001525336,0.019291124,0.081930109,0.289154531,0.855422735,0.001262201,-0.001827550333333335,0.008141247333333398,0.004510991333333325,0.002864947000000002
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,39,29.26054307,129.5496201,30.85741138,27.11676216,1.486242417,10,0.375129032,0.359,0.398,18.25012087,10.5768437,26.52326573,14.43118006,41.20317623,0.685627347,-0.000739918,0.275766353,0.30069588,0.067995948,1.640277803,0.115725782,0.275455907,0.298794986,0.067668293,1.639750568,0.115725933,0.87393831,0.817400926,0.107886434,1.712374568,0.258540899,0.211617433,0.267197161,0.007287449,1.333498716,0.106466874,0.035295923,0.023532255,0.00981531,0.027316692,0.006504217,-28.43679159,-16.93964426,41.76342441,0.001404399,0.019787945,0.07393201,0.272817246,0.863591377,-0.014581321999999994,-0.01694614,0.058536204499999966,-0.052755222499999976,-0.0074950380000000025
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,41,0.0,0.0,0.0,0.0,0.0,10,0.388741935,0.373,0.413,18.55068732,10.4502982,26.16846401,3.726682067,28.51464452,0.596130916,-0.000287106,0.304262949,0.332828164,0.065908167,1.626350123,0.12460701,0.302591123,0.331121639,0.065174351,1.626855136,0.124261876,0.831265509,0.714804299,0.123705059,1.712215304,0.230183616,0.226076555,0.282011037,0.017904762,1.115268826,0.110561371,0.04025596,0.026047883,0.012128921,0.033290265,0.007199525,-27.93913134,-16.06276671,41.76391068,0.001647518,0.024901483,0.068445437,0.253939658,0.873030171,0.0044406140000000024,0.014248297999999993,-0.006963840000000054,0.016066141999999978,-0.0010438904999999984
FS106208,Maize,0,5.1,5.13,1.85,31/05/2021,02/06/2021,76.5,2021,46,13.67594662,60.54958326,14.55124855,13.04903984,0.598977223,10,0.415258065,0.36,0.443,19.04201079,13.97765721,25.03090384,59.29625145,62.33645044,0.761637279,-0.000682557,0.303718278,0.407232004,0.104086538,1.57738965,0.14517192,0.271522229,0.363406771,0.103029032,1.603741732,0.13368375,1.0,1.403686049,0.15126051,1.662519932,0.420587629,0.213457201,0.23900592,0.00921659,1.049142361,0.098674938,0.11496002,0.134270438,0.012703271,0.083119151,0.037111785,-20.18729673,-12.31580727,41.7687966,0.00964123,0.056663523,0.163896519,0.570026383,0.714986808,0.004112982000000001,-0.00010893419999999932,-0.00979209459999999,0.014880767999999999,0.0076356742
